class,post_id,title,content,create_at,user_id,liked_count,cover_url,post_url,image_urls,video_url,fans_count
fashion,68ea05090000000004015053,黑白,,1760167177000,68b1b3570000000019015b1b,2095,http://sns-webpic-qc.xhscdn.com/202511082137/a818673fe1cb7a037a8a760c113f5d47/1040g2sg31ng77d8n6geg5q5hmdbmamorom20kdg!nd_dft_wlteh_webp_3,https://www.xiaohongshu.com/explore/68ea05090000000004015053?xsec_token=ABAjIWxu9-f6qz99QMyHs8dp2jyCggOdG6skwD1KL9jxA=&xsec_source=pc_cfeed,"['http://sns-webpic-qc.xhscdn.com/202511082137/a818673fe1cb7a037a8a760c113f5d47/1040g2sg31ng77d8n6geg5q5hmdbmamorom20kdg!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082137/4d3a6ce01b1926e31fe67d5fcf173419/1040g2sg31ng77d8n6ge05q5hmdbmamora0s0bvo!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082137/90fe6bab3b0987d052321eda9f67e51b/1040g2sg31ng77d8n6gfg5q5hmdbmamorijj6630!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082137/9195753959fe3275f6776af8020fa97d/notes_pre_post/1040g3k031ng77d8n6g005q5hmdbmamorl9nni70!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082137/c8e1f00ca9f17b10891c404f05597ca6/1040g2sg31ng77d8n6gf05q5hmdbmamorbh6ussg!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082137/0cd8bc0a66dcafdf9dca1ea1788bbf8c/1040g2sg31ng77d8n6gh05q5hmdbmamorh17jb3g!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082137/c0318cbf105e2389e5c6152c05c6cca8/1040g2sg31ng77d8n6gg05q5hmdbmamorldv90s0!nd_dft_wlteh_webp_3']",,26000.0
fashion,6904cd3b00000000030362e4,可要藏好了,#万圣节[话题]#,1761922363000,5b2e7e146b58b761d6a98688,2307,http://sns-webpic-qc.xhscdn.com/202511082140/205d08d80e5aa08dbca896225c163e01/notes_pre_post/1040g3k031oac8j9jg6704a6h1dv191k86djvvug!nd_dft_wlteh_webp_3,https://www.xiaohongshu.com/explore/6904cd3b00000000030362e4?xsec_token=AB_oHNoluPVdnjO4O9Ayxp7AYPvgBJpeS5AxFClmUq940=&xsec_source=pc_cfeed,"['http://sns-webpic-qc.xhscdn.com/202511082140/205d08d80e5aa08dbca896225c163e01/notes_pre_post/1040g3k031oac8j9jg6704a6h1dv191k86djvvug!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082140/271a98e6137b8252cc4a5521c801839d/notes_pre_post/1040g3k031oac8j9jg67g4a6h1dv191k8g6mp860!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082140/a9e5f2b9cc727d947fcac80bc521be76/notes_pre_post/1040g3k031oac8j9jg6804a6h1dv191k8ccetij0!nd_dft_wlteh_webp_3']",,1986.0
fashion,690d5c5800000000040063cc,人不能因为思念 而忘记分开的原因,#食物链的顶端是姐姐[话题]# #OOTD穿搭分享[话题]# #穿搭的尽头是姐姐[话题]# #坐着拍穿搭[话题]# #穿成这样迎接初雪[话题]# #超会穿企划[话题]# #脸会看腻但感觉不会[话题]# #OOTD穿搭[话题]# #拍照姿势[话题]#,1762483288000,5988344c50c4b44496466a7e,1232,http://sns-webpic-qc.xhscdn.com/202511082144/72963346eaa9126cd74f5fc7ac1a5ba3/notes_pre_post/1040g3k831oinof5s060049ni7iq4oqjuti9049g!nd_dft_wlteh_webp_3,https://www.xiaohongshu.com/explore/690d5c5800000000040063cc?xsec_token=AB0Fn6VGXLKK4As6BSZtIpZA6dxdzsDSzJHcDvf95M_pI=&xsec_source=pc_cfeed,"['http://sns-webpic-qc.xhscdn.com/202511082144/72963346eaa9126cd74f5fc7ac1a5ba3/notes_pre_post/1040g3k831oinof5s060049ni7iq4oqjuti9049g!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082144/b99fa78358ac6dad1cece2d2cd498d8d/notes_pre_post/1040g3k831oinof5s060g49ni7iq4oqjupeal2k8!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082144/11fc63b886845e0e2e5e1abc2b20387a/notes_pre_post/1040g3k831oinof5s061049ni7iq4oqjuh72oqs8!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082144/a2a75bb0c8f373a0e2582d2cf4602d3a/notes_pre_post/1040g3k831oinof5s061g49ni7iq4oqjuljd2poo!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082144/ce158846bdf665af061291345ee7902e/notes_pre_post/1040g3k831oinof5s062049ni7iq4oqju1rs6g3o!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082144/15fd57c8960790891cb32c49ea880645/notes_pre_post/1040g3k831oinof5s062g49ni7iq4oqjup3rrcg8!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082144/46a58166111658d831342f0d69fbf7fa/notes_pre_post/1040g3k831oinof5s063049ni7iq4oqjuukr86v0!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082144/3212cfec2d43ee597a1acdcd6d230dc3/notes_pre_post/1040g3k831oinof5s063g49ni7iq4oqjudk7i4j8!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082144/cf99aeb13f6837f0e9ae48f163e71fcf/notes_pre_post/1040g3k831oinof5s064049ni7iq4oqjubr0mi9g!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082144/ec53e89e3a79a95fba7ef5131951598b/notes_pre_post/1040g3k831oinof5s064g49ni7iq4oqjuk67rv4g!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082144/78ad199be265c25f48ea7dd7c969591a/notes_pre_post/1040g3k831oinof5s065049ni7iq4oqjurbk8e8o!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082144/6b79e9ee6f8fbe4c34ccf7869a3a58f2/notes_pre_post/1040g3k831oinof5s065g49ni7iq4oqjueq72tt8!nd_dft_wlteh_webp_3']",,101000.0
food,690028cc000000000402bfe9,Shanghai girl 🍊,,1761618124000,67d9a1c5000000000d00832c,20000,http://sns-webpic-qc.xhscdn.com/202511082234/b2f2bf1036320168870b95edf54675fb/notes_uhdr/1040g3qo31o5r72p9lm805pupk72j90pcje0gihg!nd_dft_wlteh_webp_3,https://www.xiaohongshu.com/explore/690028cc000000000402bfe9?xsec_token=AB7LRD-cGEYpdAwRwYSfZB3LKYgz3UAXPOP6qXxhs99w0=&xsec_source=pc_cfeed,"['http://sns-webpic-qc.xhscdn.com/202511082234/b2f2bf1036320168870b95edf54675fb/notes_uhdr/1040g3qo31o5r72p9lm805pupk72j90pcje0gihg!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082234/05a09047eefc6351fc963ab0a327f764/notes_uhdr/1040g3qo31o5r72p9lm7g5pupk72j90pcbs3ou3o!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082234/a3c1a6bff4a2df0e4923c368afe9f576/notes_uhdr/1040g3qo31o5r72p9lm705pupk72j90pcb7sleg0!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082234/cd0370c918b9e41dd65be800e29b6b59/notes_uhdr/1040g3qo31o5r72p9lm905pupk72j90pcifiphi8!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082234/1f0ecbb3b07411de8bb194de19ae3d93/1040g2sg31o5r3u696g7g5pupk72j90pch3v41h0!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082234/29f15bb177f1620ddd139d4825934774/1040g2sg31o5r3u696g705pupk72j90pc3g3bs28!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082234/0f7b9e0f661ab8cea33e9c723ecfc9c7/1040g2sg31o5r3u696g805pupk72j90pc9j93l68!nd_dft_wlteh_webp_3', 'http://sns-webpic-qc.xhscdn.com/202511082234/5c00cfd4933005c91306a9e38cf14fc0/notes_uhdr/1040g3qo31o5r72p9lm8g5pupk72j90pc0at2bj8!nd_dft_wlteh_webp_3']",,266000.0
food,69073bef0000000004011978,上海可以带仇人去吃的拉面,非标题党，如果你的仇人受不了味道很大（特指臭味）的食物，那么我非常推荐上海这家博多一幸舍拉面。苯人就是在一个平安简单的午后进了美罗城这家的店面，就闻到那种若有若无用久了的臭抹布的味道。本来以为是前台操作失误没管，结果落座后这种味道不减反增，变成了浓烈的骚猪味，吓得本女子差点跑路。。。但是耐不住又非常喜欢猎奇，去小地瓜搜索得到这种博多拉面就是越臭越正宗，于是品尝了，结果😇之前看了一个博主说就是这种骚猪在嘴巴里炸开的味道，我觉得毫不夸张，已经感觉有100只骚猪在我嘴巴里跳舞、 我个人标准，浓烈的骚猪臭味，毕竟它是一个动物，这种味道的冲击力一定是大于榴莲那种水果臭味以及螺蛳粉的工业（？）味道。并且拉面我记得是50多一碗来着在上海很平均很正常的价格但是放在其他地方应该是偏贵了，所以无论是口味还是价格，都很适合带来上海旅游的仇人去吃😋从进店的抹布味到嘴巴里跳舞的骚猪，给您的仇人畅玩好体验，并且吃完很久这个骚猪味也不会散开，您的仇人会感觉自己变成了骚猪，与骚猪融为一体了🫰🏻 除此之外，其实这家的口味包括服务包括其他都很好没有问题。单纯娱乐性（非避雷）的来一篇 就这样 我已经想好带谁去吃了 你呢？ #上海拉面地板[话题]# #吃面就来这家[话题]# #上海[话题]# #上海美食[话题]# #上海丑食[话题]# #博多拉面[话题]# #仇人见面[话题]# #上海旅游[话题]# #仇人变情人[话题]# #日式拉面[话题]#,1762081776000,661ea2e20000000003032aa6,5601,http://sns-webpic-qc.xhscdn.com/202511082236/f184fe5bbf2de44f02553f5c569451da/1040g2sg31ocnukaj6m705pgukbh0ual6rqivh70!nd_dft_wlteh_webp_3,https://www.xiaohongshu.com/explore/69073bef0000000004011978?xsec_token=AB_rYRP9o9a3OoEY39LWjcCh19paE-ZYUvPnI5TkpsWBU=&xsec_source=pc_cfeed,['http://sns-webpic-qc.xhscdn.com/202511082236/f184fe5bbf2de44f02553f5c569451da/1040g2sg31ocnukaj6m705pgukbh0ual6rqivh70!nd_dft_wlteh_webp_3'],,119.0
food,68f8aa090000000003036515,打年糕就打年糕，为什么要要小孩,#vlog[话题]# #海外生活[话题]# #旅行[话题]# #日本[话题]#,1761126921000,5f5896450000000001005ebc,33000,http://sns-webpic-qc.xhscdn.com/202511082236/da02990cdc53d96e991e2cd62982b762/1040g2sg31nugvfe0l8005nqoip2g8nls5u1a5m0!nd_dft_wlteh_webp_3,https://www.xiaohongshu.com/explore/68f8aa090000000003036515?xsec_token=AB5C1N7i2dNGS_J8zG6bb2Mv5AmGNBUx99C9YMoUVIdgY=&xsec_source=pc_cfeed,['http://sns-webpic-qc.xhscdn.com/202511082236/da02990cdc53d96e991e2cd62982b762/1040g2sg31nugvfe0l8005nqoip2g8nls5u1a5m0!nd_dft_wlteh_webp_3'],http://sns-bak-v1.xhscdn.com/stream/1/110/259/01e8f8a9f722dc2b010370039a0b58d1c2_259.mp4,602000.0
food,68f6003c000000000301e7f0,在席上吃过一次，被惊艳到了！,招待贵客上档次的八道热门蒸菜，最后一道价值百万#做菜我是认真的[话题]# #美食教程[话题]# #教你做道拿手菜[话题]# #蒸菜[话题]# #色香味俱佳[话题]# #诱人的美食[话题]# #色香味俱佳[话题]# #不敢想象这有多好吃[话题]#,1760952380000,67dad670000000000a03d109,3497,http://sns-webpic-qc.xhscdn.com/202511082239/6e86eb7bf1af418745102bd41f8d2e57/1040g2sg31nrtmcn6g6kg5puqqpo2nk89doi8qs0!nd_dft_wlteh_webp_3,https://www.xiaohongshu.com/explore/68f6003c000000000301e7f0?xsec_token=ABf1ZnU4H1973u7C2uJe841G008fO7iVhyoavk8OZUocM=&xsec_source=pc_cfeed,['http://sns-webpic-qc.xhscdn.com/202511082239/6e86eb7bf1af418745102bd41f8d2e57/1040g2sg31nrtmcn6g6kg5puqqpo2nk89doi8qs0!nd_dft_wlteh_webp_3'],http://sns-bak-v1.xhscdn.com/stream/1/110/259/01e8f5ffe822d4aa010370039a00f2fd01_259.mp4,64000.0
food,68fde32c0000000007038468,这一口下去，什么含金量啊。。。。😓😓,#笔记灵感[话题]#,1761469228000,65658015000000003c01eed3,2202,http://sns-webpic-qc.xhscdn.com/202511082248/000cdce72c2da5202c9b32fc222f10ca/1040g2sg31o3k61j3kqe05pb5g0av3rmj8jvuv68!nd_dft_wlteh_webp_3,https://www.xiaohongshu.com/explore/68fde32c0000000007038468?xsec_token=ABkJkvRnYuhag6TdzCcDcdZSRtT4Tm-Njva_j6jBm245w=&xsec_source=pc_cfeed,['http://sns-webpic-qc.xhscdn.com/202511082248/000cdce72c2da5202c9b32fc222f10ca/1040g2sg31o3k61j3kqe05pb5g0av3rmj8jvuv68!nd_dft_wlteh_webp_3'],http://sns-bak-v1.xhscdn.com/stream/1/110/259/01e8fde32a22c9b0010370039a1fc0a60a_259.mp4,77000.0
food,690e89f9000000000303401e,天赋怪有人认可吗,#螺蛳粉[话题]# #翻车[话题]# #有时候真的很无助[话题]# #算了你们肯定觉得没意[话题]#,1762560505000,677c024e0000000018014621,1720,http://sns-webpic-qc.xhscdn.com/202511082253/c4684f4616c6683d8d300007d05ba521/1040g00831ojrjln9l8005prs09762hh1eklog7g!nd_dft_wlteh_webp_3,https://www.xiaohongshu.com/explore/690e89f9000000000303401e?xsec_token=ABtI37NGkhX8-HCcZgTDC469mLc4sV31kvubOv6l1JlNA=&xsec_source=pc_cfeed,['http://sns-webpic-qc.xhscdn.com/202511082253/c4684f4616c6683d8d300007d05ba521/1040g00831ojrjln9l8005prs09762hh1eklog7g!nd_dft_wlteh_webp_3'],http://sns-bak-v1.xhscdn.com/stream/1/110/259/01e90e89f92a94ca010370039a60cb0cf4_259.mp4,47.0
food,68f0b44a0000000007039530,室友炖猪蹄啦那必须狠狠拌饭吃😍,#美食vlog[话题]# #妈呀太香了[话题]# #炸鸡[话题]##拌饭[话题]#,1760605258000,63e8f20c0000000026004233,31000,http://sns-webpic-qc.xhscdn.com/202511082303/3c9c8c9e592331f1ecccb948365b12a7/1040g00831nmo609t4q705ov8u869gghjehkae4g!nd_dft_wlteh_webp_3,https://www.xiaohongshu.com/explore/68f0b44a0000000007039530?xsec_token=ABGaF7SqqiiN_TzwEt3EZLz0IxWKJ7Qs5U-_cnY-K0TX8=&xsec_source=pc_cfeed,['http://sns-webpic-qc.xhscdn.com/202511082303/3c9c8c9e592331f1ecccb948365b12a7/1040g00831nmo609t4q705ov8u869gghjehkae4g!nd_dft_wlteh_webp_3'],http://sns-bak-v1.xhscdn.com/stream/1/110/259/01e8f0b3e8e896cd0103700399ec41634e_259.mp4,766000.0
food,68f890e70000000004014c0b,再发一次，没想到真的这么好吃😭,#夏日消暑风味集[话题]# #中式养胃计划[话题]# #甜品治愈一切[话题]# #创意美食[话题]# #在小红书轻养生[话题]# #小红书兴趣季[话题]# #神仙吃法[话题]# #妈妈的厉害藏不住了[话题]# #去班味养生局[话题]# #food[话题]#,1761120487000,67b2fb96000000000a03dbb3,2167,http://sns-webpic-qc.xhscdn.com/202511082304/eec8f1a2b8188f5e535f8d4eb9f7bcf2/1040g00831nudtii36m005ptiveb2nmtjuob1eag!nd_dft_wlteh_webp_3,https://www.xiaohongshu.com/explore/68f890e70000000004014c0b?xsec_token=AB5C1N7i2dNGS_J8zG6bb2MlHRgvUE1sTrTMdCW0g57ho=&xsec_source=pc_cfeed,['http://sns-webpic-qc.xhscdn.com/202511082304/eec8f1a2b8188f5e535f8d4eb9f7bcf2/1040g00831nudtii36m005ptiveb2nmtjuob1eag!nd_dft_wlteh_webp_3'],http://sns-bak-v1.xhscdn.com/stream/1/110/259/01e8f890e7256d0e010370039a0af7e403_259.mp4,99000.0
