a_missing,b_wrong,c_incitement,d_bad,e_none,post_id
0,0,0,0,1,690dfa84000000000700a9eb
1,0,0,0,0,690d5c5800000000040063cc
0,0,0,0,1,641acd3a000000001300e8ae
0,0,0,0,1,690ed3c1000000000402361c
0,0,0,0,1,6906eede000000000703653c
0,0,0,0,1,69058daa00000000040129d9
0,0,0,0,1,690ac4cb000000000700e84f
0,0,0,0,1,68ef14930000000005038b45
0,0,0,0,1,690577f20000000005033b16
0,0,0,0,1,68f1e03c00000000040201b3
0,0,0,0,1,6908d08900000000070002be
0,0,0,0,1,68fee5b00000000007008947
0,0,0,0,1,690d6d66000000000302f46c
0,0,0,0,1,690a5464000000000302ecf7
0,0,0,0,1,690786e200000000070212cc
0,0,0,0,1,68fa277b0000000003012b1a
0,0,0,0,1,68ee4a4b0000000004020f3e
0,0,0,0,1,690d961f00000000040215a9
0,0,0,0,1,690e0a99000000000402be1f
0,0,0,0,1,6909409f0000000007016821
0,0,0,0,1,690b35580000000007008fd2
1,0,0,0,0,690028cc000000000402bfe9
0,0,0,0,1,690ee92900000000070210f9
0,0,1,0,0,69073bef0000000004011978
0,0,0,0,1,690ad5d9000000000503b477
0,0,1,0,0,68f8aa090000000003036515
0,0,0,0,1,68eb64ca000000000302f6cc
0,0,0,0,1,68ebb3bf0000000007009fab
1,0,0,0,0,68f6003c000000000301e7f0
0,0,0,0,1,690f0ee8000000000702023f
0,0,0,0,1,68fe94ad000000000303726e
0,0,0,0,1,690325910000000004002c58
0,0,0,0,1,68f361fe0000000007020ec6
0,0,0,0,1,690cb2940000000004011178
0,0,0,0,1,68f61d600000000004001830
0,0,0,0,1,6903308f0000000004020725
1,0,0,0,0,68fde32c0000000007038468
0,0,0,0,1,690e06eb0000000005001cf2
0,0,0,0,1,6906e5840000000004002449
0,0,0,0,1,68f0d33b0000000005038813
0,0,0,0,1,68ff6f880000000003018ad4
1,0,0,0,0,690e89f9000000000303401e
0,0,0,0,1,690cadc5000000000300f997
0,0,0,0,1,690800c4000000000402860f
0,0,0,0,1,6907404b0000000005011f63
0,0,0,0,1,690880e5000000000302fc48
0,0,0,0,1,68eb76c70000000004001393
0,0,0,0,1,68f4d7680000000005012b22
0,0,0,0,1,690b37aa000000000402a3c1
0,0,0,0,1,690a241c000000000303470d
0,0,0,0,1,690c96b50000000004021e52
0,0,0,0,1,690c6f190000000007032039
0,0,0,0,1,68fa01630000000004023298
0,0,0,0,1,68f1ab6700000000040140d8
0,0,0,0,1,69020f050000000004029924
0,0,0,0,1,690b56e600000000050313e2
0,0,0,0,1,68fa20ee0000000005000a61
0,0,0,0,1,68e9263c00000000050104c7
0,0,0,0,1,6902f2fa000000000301337a
0,0,0,0,1,690086970000000003019bc6
0,0,0,0,1,6909f0d80000000007033864
1,0,0,0,0,68f0b44a0000000007039530
0,0,0,0,1,68f23ea0000000000400046b
0,0,0,0,1,68fd15fe0000000007014570
0,0,0,0,1,68f105d0000000000703bd4b
1,0,0,0,0,68f890e70000000004014c0b
0,0,0,0,1,68f737b70000000007014708
0,0,0,0,1,690a11f70000000004006bd1
0,0,0,0,1,68fb43b3000000000303843e
0,0,0,0,1,68ec779e000000000703230c
0,0,0,0,1,690b1bee000000000703029d
0,0,0,0,1,69048cab0000000004004455
0,0,0,0,1,690809210000000004022da5
0,0,0,0,1,690c7587000000000700bfe3
0,0,0,0,1,690ec79f0000000004012fce
0,0,0,0,1,68f892e0000000000301a7e1
0,0,0,0,1,690ec58a0000000005001dcd
0,0,0,0,1,690dba4f000000000703b49e
0,0,0,0,1,68ece447000000000401732d
0,0,0,0,1,690dd8f7000000000703bcb3
0,0,0,0,1,690d616a0000000007020d09
0,0,0,0,1,690d6eca000000000301873a
0,0,0,1,0,690df09f0000000007014286
0,0,0,0,1,690dad28000000000400604e
0,0,0,0,1,690b192b0000000007017b19
0,0,0,0,1,690c81d90000000005033d00
0,0,0,0,1,690d913e0000000003022499
0,0,0,0,1,690d8cb7000000000500153a
0,0,0,0,1,690de0fd00000000070162e7
0,0,0,0,1,690d667e0000000007022c36
0,0,0,0,1,690cc7ed000000000402843c
0,0,0,0,1,690c8a52000000000302c695
0,0,0,0,1,690db8300000000004010a4a
0,0,0,0,1,690ccd4a00000000030180c8
0,0,0,0,1,6901578d000000000402b687
1,0,0,0,0,690620e60000000005032e25
0,0,0,0,1,690de0820000000007020e68
0,0,0,1,0,690c82130000000004029a71
1,0,0,0,0,690a24370000000007002eaa
0,0,0,0,1,68fe14a10000000003037d63
0,0,0,0,1,6908441e0000000005031cf0
0,0,0,0,1,690f133d000000000301934e
0,0,0,0,1,6904958600000000030205db
1,0,0,0,0,690c2d460000000005030ecc
0,0,0,1,0,690ad18f00000000030237e9
0,0,0,0,1,690b33970000000003037777
0,0,0,0,1,69070ddf0000000005030de7
0,0,0,1,0,690c154c000000000401201f
0,0,0,0,1,690dc242000000000401413a
1,0,0,0,0,690eb4290000000007016e58
0,0,0,0,1,690c77bc0000000005010992
0,0,1,0,0,690ca1f5000000000700e328
0,0,0,0,1,690c71eb00000000070332e9
0,0,0,0,1,690b21630000000004007b56
1,0,0,0,0,6904c4fc0000000007033fd7
0,0,1,1,0,690c8b4d000000000700dd12
1,0,0,0,0,690576730000000005013d6d
0,0,0,0,1,6905c2870000000005031a76
0,0,0,0,1,690d76d4000000000501125f
1,0,0,0,0,690b4c240000000007016fdf
0,0,0,0,1,68fddde90000000007030428
0,0,0,0,1,690606c30000000005010390
0,0,0,0,1,6903bf900000000003037458
0,0,0,1,0,690e0480000000000303406b
0,0,0,0,1,64a6d815000000001e010b20
0,0,0,0,1,690de84c0000000005010e69
0,0,0,0,1,690c5a10000000000703adf4
0,0,1,1,0,690e484c000000000700c6c0
0,0,1,1,0,690db42300000000040052dc
0,0,0,0,1,68ecdc3000000000040289fb
0,0,0,0,1,690d86300000000005002d7d
0,0,0,0,1,69049780000000000700f079
0,0,0,0,1,690b31c5000000000402be3c
0,0,0,0,1,69100cb5000000000302e55e
0,0,0,0,1,69100d2e000000000700fd1c
0,0,0,0,1,690c6efa000000000400119d
0,0,0,0,1,69034541000000000703b5cf
0,0,0,0,1,690f5c1a0000000003011494
0,0,0,0,1,690dd3960000000004017a81
0,0,0,0,1,690ab13d0000000007035836
0,0,0,0,1,6906c22900000000070020f1
0,0,0,0,1,690f0764000000000302f056
0,0,0,0,1,690f75ff0000000007032d69
0,0,0,1,0,690487bf0000000007014fcf
0,0,0,1,0,690f08a40000000004004f65
0,0,0,0,1,69101f180000000003023ef5
0,0,0,0,1,6904765d000000000700bbc8
0,0,0,0,1,690c488d00000000030206be
0,0,0,0,1,690e49610000000007038eae
0,0,0,0,1,690f29320000000004029443
0,0,0,0,1,690ef5e70000000005001c47
0,0,1,0,0,690c6325000000000401016d
0,0,0,0,1,690f19cc0000000004001a8d
0,0,0,1,0,690d0a320000000007017c5a
1,0,0,0,0,690df5650000000007008aac
0,0,1,0,0,690c6243000000000300dc2f
0,0,0,0,1,690c9a3a0000000007034c8a
0,0,0,0,1,690c3d88000000000700a164
0,1,0,0,0,690db2ca00000000040019a2
0,0,0,0,1,690f195b000000000700321c
0,0,0,0,1,690b13eb0000000007002dfc
0,0,0,0,1,68fed6010000000003020361
0,0,0,0,1,690e08950000000004012efa
1,0,0,0,0,690f59db000000000703282d
0,0,0,0,1,691012ce000000000300e521
0,0,0,1,0,690f069f0000000003012247
0,0,0,0,1,690f2948000000000402088c
0,0,0,0,1,690ebc36000000000301c4b8
0,0,1,0,0,690c87950000000007001bf1
0,0,0,0,1,690dc15d0000000007015b3d
0,0,0,0,1,690230480000000005033be4
0,0,0,0,1,690db516000000000700b03e
0,0,0,1,0,69101996000000000703911a
0,0,0,0,1,6910093c0000000003023e49
0,0,0,0,1,690eb2230000000004014cbb
0,0,0,0,1,690f222e00000000040218c6
1,0,0,1,0,690f496d000000000401601b
0,0,0,0,1,690ebba1000000000700307d
0,0,0,0,1,690e0143000000000703b3c5
0,0,0,0,1,690c72af00000000040132d0
0,0,0,0,1,69100a140000000004007696
0,0,0,0,1,690f0e1900000000050330f7
0,0,0,0,1,690f0b17000000000700a5ef
0,0,1,0,0,690ee9e80000000007016b64
0,0,0,0,1,690de4e400000000040286be
1,0,0,0,0,690ecfc5000000000700b555
0,0,0,0,1,690ec3080000000005010735
0,0,0,0,1,690edf120000000007037fc0
0,0,0,1,0,690dac42000000000300c723
0,0,0,0,1,690733ed0000000003021cfb
0,0,0,0,1,68ff32ba0000000007038e13
0,0,0,0,1,690ca33d0000000004023083
0,0,0,0,1,690348260000000005011611
0,0,0,0,1,690341570000000007033f9d
0,0,0,0,1,6906a124000000000301eb30
0,0,0,0,1,6908781a00000000070383c1
1,0,0,0,0,690ea967000000000503aa9d
0,0,0,0,1,6908a8270000000004003abb
0,0,0,0,1,68fe383d00000000040128ad
0,0,0,0,1,69073ab50000000005038953
0,0,0,0,1,69047e3100000000050316ff
0,0,0,0,1,69075b2b0000000007022db4
0,0,0,0,1,69035f6a00000000030189ae
1,0,0,0,0,6909dfc30000000005038422
0,0,0,0,1,6905fd7300000000070019a0
0,0,0,0,1,690c8428000000000301c9b8
0,0,0,0,1,68fe370c0000000003020013
0,0,0,0,1,6902cbf50000000003020681
0,0,0,0,1,6909d12500000000070301df
0,0,0,0,1,68ff22a6000000000303896c
0,0,0,0,1,690409a100000000050038bd
0,0,0,1,0,69087434000000000303bddb
0,0,0,0,1,69070fe500000000030199ff
0,0,1,0,0,69003320000000000302c73d
0,0,0,0,1,6904727200000000040044e0
0,0,0,0,1,690d6d010000000007003bb3
0,0,0,0,1,6905b4b70000000005010ac3
0,0,0,0,1,69047f010000000005003c3a
0,0,0,0,1,6905a0e50000000007036411
0,0,0,0,1,690dfb37000000000401436c
1,0,0,0,0,690966db0000000005033c93
0,0,0,0,1,68f2112700000000070032c5
0,0,0,0,1,68ff02d500000000040153e5
0,0,0,0,1,6907e68f000000000700c101
0,0,0,0,1,690eaecd00000000030232be
0,0,0,0,1,690c8816000000000302f914
0,0,0,0,1,690f2c960000000004021ea1
1,0,0,0,0,69006ae1000000000503b43b
1,0,0,0,0,690c921a0000000004006aea
0,0,0,0,1,6901e2690000000003034568
0,0,0,0,1,690c56170000000003034da8
1,0,0,0,0,69087aa70000000007036464
1,0,0,0,0,68ee6b9f00000000070020c2
0,0,0,0,1,690d6dad000000000700ebf5
0,0,0,0,1,69099fb4000000000700e233
0,0,0,0,1,690f36470000000003021464
0,0,0,0,1,690ffeca000000000302d197
0,0,0,0,1,68ff6bd200000000070019a1
0,0,0,0,1,690dd5060000000005010d99
0,0,0,0,1,690dd4480000000003038a8a
0,0,0,0,1,690d0182000000000702270b
0,1,0,0,0,6908587c000000000702261c
0,0,0,0,1,690048ad000000000503b9c3
0,0,0,0,1,6909e91f000000000402be1a
1,0,0,0,0,690a8d6200000000050399af
0,0,0,0,1,6901fbfa0000000005039f1c
0,0,0,0,1,690744d100000000040007ed
0,0,0,0,1,68f2218f0000000005013ff4
0,0,0,0,1,690f05070000000005010064
0,0,1,1,0,69020953000000000503b27f
0,0,0,0,1,690b2fb10000000007039372
0,0,0,0,1,64622039000000001300fb13
0,0,0,0,1,690cb9fb0000000004013be6
0,0,0,0,1,690c7389000000000302f7dd
0,0,0,0,1,690707b3000000000301c118
0,0,0,0,1,69043a55000000000703707c
0,0,0,0,1,690dc8b2000000000401708d
0,0,0,0,1,6900b8180000000005033fb3
1,0,0,0,0,68fb4098000000000503a2e5
0,0,0,0,1,6903323b0000000003012cc4
0,0,0,0,1,68ec9ac6000000000402a488
0,0,0,0,1,6908470c000000000300f0c4
0,0,0,0,1,690b13770000000005011d67
0,0,0,0,1,6907422f000000000402bcd8
1,0,0,0,0,69008f70000000000302ca5d
1,0,0,0,0,68ff9eb900000000070335fd
1,0,0,0,0,6909d2790000000003037b8e
1,0,0,0,0,690986040000000003019860
0,0,0,0,1,68f05bee00000000050325c5
0,0,0,0,1,64c50129000000000103fa23
0,0,0,0,1,6901de1900000000030189b0
0,0,0,0,1,6908ac4e00000000070005b8
0,0,0,0,1,69041cf3000000000300e015
0,0,0,0,1,69094479000000000703bb69
0,0,0,0,1,690072730000000007015463
0,0,0,0,1,690ebaa7000000000301fab0
1,0,1,0,0,690dac3c000000000300c701
0,0,0,0,1,690c810b000000000501050d
0,0,0,0,1,6904936b000000000303a2bb
0,0,0,0,1,690d5a2500000000040023fd
0,0,0,0,1,69043a93000000000500134e
0,0,0,0,1,6905c9bc0000000004004cfa
0,0,0,0,1,69073ec5000000000402a691
0,0,0,0,1,6901916f000000000300ef0b
0,0,0,0,1,68fe48b40000000007009021
1,0,0,0,0,690b28d4000000000700e03a
0,0,0,0,1,690eb048000000000703a1c1
0,0,0,0,1,690896930000000005013c7b
0,0,0,0,1,690815e4000000000700dd60
0,0,0,0,1,68ff97a2000000000300f3e0
0,0,0,0,1,68f38b07000000000301d3aa
0,0,0,0,1,6909f97100000000070176a0
0,0,0,0,1,69072bf700000000050311e1
0,0,0,0,1,68f78425000000000300d8a3
1,0,0,0,0,690327e60000000004016c67
0,0,0,0,1,690d29ce000000000503bc1e
0,0,0,0,1,690dcb820000000003019162
0,0,0,0,1,690dc9430000000005038d66
0,0,0,0,1,690abc370000000004012019
0,0,0,0,1,6904ae8a00000000030360c0
1,0,0,1,0,690c85e50000000004002aae
0,0,0,1,0,690de3210000000007032425
0,0,0,0,1,69058d180000000003012b2c
0,0,0,0,1,648992840000000013031dfb
0,0,0,0,1,6902cc4f0000000007017e09
0,0,0,0,1,6909c5840000000005039471
0,0,0,0,1,690705d70000000007033734
0,0,0,0,1,68f22975000000000700095f
0,0,0,0,1,690caa0e000000000300e34f
0,0,0,0,1,6900f7d100000000070372a1
0,0,0,0,1,690d7f7e00000000050392e9
0,0,0,0,1,69043ea60000000004013037
0,0,0,0,1,690b1391000000000703a1c5
0,0,0,0,1,6909e5080000000004022302
0,0,0,0,1,690c85120000000005012005
1,0,0,0,0,69046e7e0000000007016bda
0,0,0,0,1,690edd0e0000000005012d22
0,0,0,0,1,690ddbea00000000040171cd
0,0,0,0,1,690d6154000000000703a8be
0,0,0,0,1,6901928e00000000040079ee
1,0,0,0,0,6910519a0000000007039581
0,0,0,0,1,6903c430000000000703930c
0,0,0,0,1,690f18bc000000000400130f
0,0,0,0,1,6902c12b0000000005002681
0,0,0,0,1,690f4030000000000400594f
0,0,0,0,1,690c845700000000040051e5
0,0,0,0,1,69109dde000000000303ace3
0,0,0,0,1,68ff449d00000000030233ac
0,0,0,0,1,69084dd9000000000401595a
0,0,0,0,1,690f02d200000000040030ca
0,0,0,0,1,69016b2c0000000003010066
0,0,0,0,1,690362a2000000000701562f
0,0,0,0,1,690ce64100000000070214ed
1,0,0,0,0,69035465000000000400262e
0,0,0,0,1,690488d000000000050325ab
0,0,0,0,1,690dea3d00000000070376e0
0,0,1,0,0,647e8dcc000000001303783a
0,0,0,0,1,647b208b0000000011012d7c
0,0,0,0,1,6911607a0000000004029683
0,0,0,0,1,68f9de840000000004011ebd
0,0,0,0,1,690c7330000000000700205f
0,0,0,0,1,690ed43e00000000050132b1
0,0,0,0,1,690aea97000000000301f10c
0,0,0,0,1,6910662e0000000005039d37
0,0,0,0,1,6909fc890000000004003567
0,0,0,0,1,690de64f0000000004007669
0,0,0,0,1,690eee0c00000000030237b3
1,0,0,0,0,690ad5750000000004015742
0,0,0,0,1,690dc5cc0000000007001148
0,0,0,0,1,690c8c2f0000000005039e31
0,0,0,0,1,6910522800000000050330e8
0,0,0,0,1,6911b0140000000007037a04
0,0,0,0,1,6909c2430000000004003826
0,0,0,0,1,690e24fb0000000007023d45
0,0,0,0,1,690af15000000000050332b5
0,0,0,0,1,690d9ad6000000000503bcca
0,0,0,0,1,690c74bd000000000301379f
0,0,0,0,1,690f905e0000000004005618
0,0,0,0,1,69009ee3000000000401699c
0,0,0,0,1,68f472950000000004010603
0,0,0,0,1,6905959d0000000004000bfc
0,0,0,0,1,690b0faf000000000300c88e
0,0,0,0,1,69101d4a0000000004017127
0,0,0,0,1,68f4ac950000000007033fcb
0,0,0,0,1,6908c6cd00000000050037d2
0,0,0,0,1,690fea22000000000300ca05
0,0,0,0,1,690fb78c00000000040205ee
0,0,0,0,1,690b54780000000005001c0a
0,0,0,0,1,64832977000000001300030c
0,0,0,0,1,64893d6700000000130139ff
0,0,0,0,1,690b54780000000004001964
1,0,0,0,0,690d898f00000000030395e7
0,0,0,0,1,69089cf6000000000300c27c
0,0,0,0,1,691087110000000003039efb
0,0,0,0,1,690ad1dc00000000040016ef
0,0,0,0,1,6910635f00000000040107c7
0,0,0,1,0,69058de7000000000300ca57
0,0,0,0,1,690e966c0000000004010b47
0,0,0,0,1,6911aa0b000000000300fc8b
0,0,0,0,1,64a8ce500000000034014689
0,0,0,0,1,64a2e348000000002f02738f
0,0,0,0,1,6910c2d10000000003037211
0,0,0,0,1,68a300e3000000001d0352cd
0,0,0,0,1,691076660000000003011e29
0,0,0,0,1,690f23c20000000007008602
0,0,0,0,1,690558740000000004005a0e
0,0,0,0,1,690cc0720000000007001d87
0,0,0,0,1,691060f8000000000300c0d0
0,0,0,0,1,6910027a000000000700ff3b
0,0,0,0,1,6906e64d0000000007002c22
0,0,0,0,1,69072c20000000000301e215
0,0,0,0,1,690ff9ad0000000005001d65
0,0,0,0,1,6904d57a000000000303bf40
0,0,0,0,1,69108897000000000300f9b3
0,0,0,0,1,690c47ce000000000302023d
0,0,0,0,1,69107b210000000004015350
0,0,0,0,1,692aa126000000001d03b196
0,0,1,0,0,65f2c3a8000000001203f8ba
0,0,0,0,1,672b3d32000000001d0398be
0,0,0,0,1,68594afc000000001d00fb0d
0,0,0,0,1,66d14c4c000000001d038427
0,0,0,0,1,681c83da000000002100df1c
0,0,0,1,0,683dcf32000000000303c4b9
0,0,0,0,1,6804d2d3000000001c01e2a0
0,0,0,0,1,691ee88d000000001e00380a
0,0,0,0,1,68dd3089000000000301bf33
0,0,0,0,1,69269973000000001f00d77b
0,0,0,0,1,6888cb79000000002501d0ab
0,0,0,0,1,67b10fda000000001800d45a
0,0,0,0,1,67dd134f00000000090382c4
0,0,0,0,1,666ae0540000000006004c1d
0,0,0,0,1,647b2a4a000000000800da24
0,0,0,0,1,67bef0bd000000000b0169b0
0,0,0,0,1,6443381a0000000027000666
0,0,0,0,1,69708ad7000000002103d17a
0,0,0,0,1,696dfd4c000000001a026a05
0,0,0,0,1,696f532b000000001a037aee
0,0,0,0,1,640c2da6000000001203de4e
0,0,0,0,1,64c1ba3e0000000012018908
0,0,0,0,1,64bf925b000000000a01b6c6
1,0,0,0,0,64bbabf8000000000103ef43
0,0,0,0,1,64bcb32e000000001201c792
1,0,0,0,0,64c40f2700000000100321a2
0,0,0,0,1,64b3e14600000000120121bf
0,0,0,0,1,64c3412e000000000a018c6a
0,0,0,0,1,64a91d690000000023034f01
1,0,0,0,0,64ad3419000000001e018bf1
0,0,0,0,1,64a6ccfe000000002b039a98
1,0,0,0,0,64ad871e000000002f024e0a
0,0,0,0,1,64a531ff000000001a01221e
0,0,0,0,1,64c8626d000000000a01aac2
0,0,0,0,1,64c782e2000000001700deed
0,0,0,0,1,64b8c7be000000000b02a552
0,0,0,0,1,64be22440000000017019914
0,0,0,0,1,64b5052e0000000012011462
0,0,0,0,1,64b65823000000001c01a7db
0,0,0,0,1,64a8d079000000001e018467
0,0,0,0,1,64a28d1e000000001c00f511
0,0,0,0,1,64a37d3d000000001e012f48
0,0,0,0,1,64abce0b00000000120105ae
0,0,0,0,1,6413e42600000000130093ed
0,0,0,0,1,63fc10dd0000000013010d59
0,0,0,0,1,640b2dc9000000000800c5d6
0,0,0,0,1,641291890000000011013a04
0,0,0,0,1,6409f6a0000000000800f17e
0,0,0,0,1,64047bdd00000000270291e1
0,0,0,0,1,641527dd0000000013035cf1
0,0,0,0,1,640b044c000000001300fccb
0,0,0,0,1,6409b38e000000001300113e
0,0,0,0,1,6401c9b70000000013034699
0,0,0,0,1,64072c240000000013005abc
0,0,0,0,1,6409cfca0000000013003880
0,0,0,0,1,643a9c4d00000000130123ff
0,0,0,0,1,645cd943000000001300e607
0,0,0,0,1,6437cb030000000013004dac
0,0,0,0,1,64465d7a000000001203ea6b
0,0,0,0,1,64362c96000000001203e3e3
0,0,0,0,1,643b875a0000000027003222
0,0,0,0,1,6447c1ba000000001300b1e6
0,0,0,0,1,6426a5520000000014026508
0,0,0,0,1,641e6d060000000027002f4c
0,0,0,0,1,641c2528000000001101340b
0,0,0,0,1,642619f10000000013016543
0,0,0,0,1,640f409900000000270012a3
0,0,0,0,1,640bf4d100000000130148d0
0,0,0,0,1,6413cd1c00000000130373bc
0,0,0,0,1,640c8c940000000013031ee9
1,0,0,0,0,640aa99200000000130320b3
0,0,0,0,1,64060cad000000000800e44b
0,0,0,0,1,6417abc80000000013011b26
0,0,0,0,1,640ef3a000000000130365d7
0,0,0,0,1,6409663f000000001300938b
0,0,0,0,1,648abcd3000000001300e0a3
0,0,0,0,1,647b201c00000000140267c1
0,0,0,0,1,647c4d60000000001300c8ba
0,0,0,0,1,648af0150000000013008588
0,0,0,0,1,648c16430000000007039926
0,0,0,0,1,647f0b120000000027011cce
0,0,0,0,1,6487a086000000001203c916
0,0,0,0,1,646a41f1000000002702b018
0,0,0,0,1,646c317b00000000140248e2
0,0,0,0,1,646dd49c000000002702b88f
0,0,0,0,1,64706cb1000000002700173e
0,0,0,0,1,6470311500000000110119bb
0,0,0,0,1,64683863000000001203e94f
0,0,0,0,1,64772736000000001300eb31
0,0,0,0,1,64539ef7000000002701150f
0,0,0,0,1,645cc5220000000014026846
0,0,0,0,1,6460bf43000000001203ee25
0,0,0,0,1,644e217a0000000012031af9
1,0,0,0,0,64508d8100000000110103ea
0,0,0,0,1,6451d33600000000070395f7
0,0,0,0,1,644782c3000000001303f20e
0,0,0,0,1,643ba7940000000012032cb1
0,0,0,0,1,644251e40000000014026d95
0,0,0,0,1,64391c5100000000120313e1
0,0,0,0,1,6425846d000000000800de22
0,0,0,0,1,641af2b0000000001203ddc7
0,0,0,0,1,6427e9840000000011010721
0,0,0,0,1,641bd98b000000000800e3c6
0,0,0,0,1,6427c3440000000027029983
0,0,0,0,1,640ff1660000000013006b94
0,0,0,0,1,640affb10000000013002caf
0,0,0,0,1,6411b55c000000002701168b
0,0,0,0,1,64126f58000000001300f725
0,0,0,0,1,6404458b00000000130151cc
0,0,0,0,1,640f465f0000000013036d92
0,0,0,0,1,6413cf6c00000000130179cb
0,0,0,0,1,64c8c525000000000800fff9
0,0,0,0,1,64bd3823000000000a0182f4
0,0,0,0,1,64be1df3000000000c037dfd
0,0,0,0,1,64c20acb000000000b02a626
0,0,0,0,1,64bd27430000000010032a62
0,0,0,0,1,64b4f714000000001002a656
0,0,0,0,1,64c21c6f000000001201f455
0,0,0,0,1,64b36d7a0000000012010b2b
0,0,0,0,1,64aa85c8000000003102caaf
0,0,0,0,1,64a205da00000000270291d3
0,0,0,0,1,64a18f340000000013035460
0,0,0,0,1,647da05e000000001303cd85
0,0,0,0,1,648ae09f000000001303e394
0,0,0,0,1,6486f826000000002702b1ae
0,0,0,0,1,648988bb00000000130080b6
0,0,0,0,1,6486b5b800000000130016e3
0,0,0,0,1,646a27ef000000001303de76
0,0,0,0,1,6475059c0000000027000f72
0,0,0,0,1,6475ce9d00000000130081e2
1,0,0,0,0,647709f0000000000703b22a
0,0,0,0,1,6477ee4c0000000013035b7a
0,0,0,0,1,64747e7500000000270123e6
0,0,0,0,1,6452500b00000000130368cd
0,0,0,0,1,64522b14000000000800e2a6
0,0,0,0,1,6457ce6c0000000014024bf3
0,0,0,0,1,644266ff0000000007039b28
0,0,0,0,1,6436b37b0000000013017b8e
0,0,0,0,1,64426a40000000000800cc1c
0,0,0,0,1,641be0f300000000130056e3
0,0,0,0,1,64227b080000000013037d1d
0,0,0,0,1,6423ec7a000000001300c002
0,0,0,0,1,6429995c0000000013030a41
1,0,0,0,0,6407535a000000002701112f
0,0,0,0,1,64158e1f000000000800ee01
0,0,0,0,1,6412db4a0000000013012122
0,0,0,0,1,641597c30000000013009054
0,0,0,0,1,647c68e7000000001300868c
0,0,0,0,1,647ab8fa0000000013003181
0,0,0,0,1,647c0764000000001300719d
0,0,0,0,1,64854cde0000000011010325
0,0,0,0,1,647acf5b000000002702bbb3
0,0,0,0,1,648c24b50000000011010f52
0,0,0,0,1,6485fd620000000013015745
0,0,0,0,1,6467684f0000000027011d2d
0,0,0,0,1,64745d600000000013004d51
0,0,0,0,1,6465ffe50000000027000af4
0,0,0,0,1,6468a5c9000000001303d184
0,0,0,0,1,645f65210000000027003341
0,0,0,0,1,64566f26000000001301078f
0,0,0,0,1,6462f2c800000000130303ae
0,0,0,0,1,644cc058000000000800f9d1
0,0,0,0,1,6459ac310000000027000573
0,0,0,0,1,643e83480000000027000e8d
0,0,0,0,1,6441130d0000000013013a32
0,0,0,0,1,64454f7a0000000027029a8e
