post_id,h1,h2,h3,h4,h5,h6,h7,h8,title,reasoning
64068a19000000001300f638,0,0,0,0,0,0,0,0,🇯🇵学美容学生的粉色房间分享,"The post title and cover image do not contain any hooks. The title is straightforward and does not emphasize missing out, gain, or any other psychological hook. The cover image is a simple room tour with no elements that suggest a psychological hook."
64068c990000000014026d70,1,0,0,0,0,0,0,0,公务员面试：帮忙帮出了麻烦怎么办？,"The post discusses a situation where the author is asked to help other units, which can be seen as a loss or consequence of not helping, triggering FOMO."
6406acf70000000013035f5c,1,1,0,0,0,0,0,0,🆘那些陪我瘦了20斤的低卡好物合集～,"The post emphasizes the benefits of low-calorie foods for weight loss, triggering FOMO by suggesting these foods helped the author lose 20 pounds."
6406cf180000000013033ea6,0,1,0,0,0,0,0,1,教资科二超高频考点,The title mentions '教资科二超高频考点' which implies a focus on high-frequency exam points for the second part of the teacher qualification exam. This suggests a gain appeal as it promises valuable information for exam preparation.
64072c240000000013005abc,0,0,0,0,0,0,0,0,花费3.2💰00后实习生下班如何快速吃上饭！,"The post does not emphasize any loss or consequence of inaction, nor does it offer any benefits or advantages. It simply provides a practical solution for quick meal preparation."
640747000000000013016c25,0,1,0,0,0,1,0,1,原来恋爱脑➕粘人精是纯爱顶配啊,"The title mentions '恋爱脑' (love brain) and '粘人精' (clingy person), which are psychological hooks. The image shows a person hugging another, which aligns with the concept of clinginess. The title suggests a positive outcome, indicating a gain appeal."
6407526d000000001300be22,1,1,0,0,0,0,1,1,5篇笔记涨粉10w，我做梦都不敢这么想,"The title mentions '涨粉10w' (gaining 100,000 followers) and '做梦都不敢想' (dare not dream of), indicating a significant and surprising achievement. This creates a sense of FOMO and gain appeal."
640842690000000013014e14,1,0,0,0,0,0,1,0,来重庆🚉拍完李子坝轻轨还有更好看的小黄楼,"The title mentions '拍完李子坝轻轨还有更好看的小黄楼', implying a comparison and suggesting there is a better place to visit after visiting the李子坝轻轨. This creates a sense of FOMO (fear of missing out) by suggesting there is a more attractive location to see."
64084dde000000001402513d,0,1,0,0,0,1,0,1,保持饥饿感不仅仅会让你瘦,"Title mentions '保持饥饿感的好处' (the benefits of maintaining hunger), which implies a gain appeal. The text '第二天早上起来以后呢' (after waking up the next morning) suggests a potential in-group/out-group attitude, as it implies a shared understanding or experience."
640854ca000000001300a2ac,1,0,0,0,0,0,0,0,寄生世界（33）：寄生等级达到5阶段,"The title mentions '寄生等级达到5阶段' which implies a sense of urgency and loss if not acted upon, triggering FOMO."
6408a15d0000000027013919,0,1,0,0,0,0,0,1,实习报告怎么写 | 阿欢给你一步到位✨,"The post title and content focus on providing a comprehensive guide to writing an internship report, which includes detailed steps and tips. This aligns with the Gain Appeal hook as it promises to provide useful information and skills."
6408a916000000000703b988,1,1,0,0,0,0,0,0,🔥一周瘦一圈🔥全程无跑跳,"The post emphasizes weight loss without running or jumping, triggering FOMO by suggesting a quick and easy way to achieve results."
640949ff000000001203e582,1,0,0,0,0,0,0,0,两手攀足固肾腰，八段锦易错动作解析,"The title and cover image highlight the importance of correct posture in the exercise, creating a sense of FOMO by implying that incorrect posture leads to ineffective results or potential harm."
6409663f000000001300938b,0,0,0,0,0,0,0,0,重庆本地人爱吃的40家小面！你们吃过几家？,"The title and cover image do not contain any hooks. The title is straightforward and does not imply any psychological hooks. The cover image shows various dishes of noodles without any elements that suggest FOMO, gain appeal, information-gap, anomaly/novelty, perceptual contrast, ingroup/outgroup, social comparison, or authority endorsement."
64096fad00000000130152b3,0,0,0,0,0,0,0,0,入夏咯/短袖裙子穿一穿,"The title and cover image do not contain any hooks. The title is a simple statement about entering summer and wearing short skirts, which does not trigger any psychological hooks. The cover image shows a person holding clothes, but there is no clear indication of FOMO, gain appeal, information-gap, anomaly/novelty, perceptual contrast, ingroup/outgroup, social comparison, or authority endorsement."
6409b38e000000001300113e,0,1,0,0,0,0,0,1,Vlog/㊙️制豪华版酸辣粉&荠菜包子&灌汤肉包,"The title mentions making luxurious versions of specific dishes, which implies a gain appeal by offering something special or unique."
6409c2ce000000002700342a,1,1,0,0,0,0,0,1,宝子们！我腿瘦了！,"The title mentions '腿瘦了' (legs slimmed down) and the image shows weight loss supplements, indicating a focus on weight loss benefits."
6409cfca0000000013003880,1,1,0,0,0,0,0,1,终于！吃到临海这家超火的台湾菜啦！,"The title mentions '超火的台湾菜' (super popular Taiwanese dishes) and '终于' (finally), creating a sense of anticipation and FOMO. The cover image shows a variety of Taiwanese dishes, which aligns with the title's promise of trying popular dishes."
6409d17d0000000014024051,1,1,0,1,1,1,1,0,瘦70斤饮食技巧篇，想在夏天前瘦必看❗️,"The post uses before-and-after images to show a significant weight loss, triggering FOMO by implying that not following the diet will result in missing out on the desired weight loss. The text '瘦70斤饮食技巧篇' (dieting techniques to lose 70 pounds) and '夏天前瘦必看❗️❗️' (must-read for losing weight before summer) create a sense of urgency and fear of missing out."
6409f6a0000000000800f17e,0,0,0,0,0,0,0,0,我被爸爸说的谎话 感动了,"The title and cover image do not contain any hooks. The title is straightforward and does not imply any psychological hooks. The cover image shows a person enjoying a meal, which does not suggest any of the hooks listed."
640a6bc600000000130352a3,0,1,0,0,0,0,0,1,职场人设是个好东西,"The title '职场人设是个好东西' suggests a positive view of having a professional persona, which aligns with the concept of Gain Appeal (h2). The image of a model building could metaphorically represent the construction of a professional persona. The title implies benefits such as improved professional image or career advancement."
640a8a150000000013000408,0,0,1,0,0,0,0,0,教资语文科三案例分析题模板,"The post provides a detailed template for analyzing teaching cases in the Chinese subject of the teacher qualification exam, which includes clear instructions and examples. This suggests an intention to guide the audience to follow a specific format, which is a form of information-gap."
640aa99200000000130320b3,1,0,0,0,0,0,0,0,當香港的霓虹燈招牌越來越少.,"The title mentions the decrease in neon signs in Hong Kong, which can trigger FOMO due to the fear of missing out on iconic city features."
640aada70000000013011d15,1,1,0,1,0,1,0,1,这棵茶花简直就是人间香奈儿我的梦中情花,"The title uses '香奈儿' (Chanel) as a metaphor to describe the beauty of the camellia tree, creating a striking visual and emotional appeal."
640ab298000000001301379c,0,0,0,0,0,0,0,0,怎么回事呀！又有书生气又有小心机的感觉！,"The title does not mention any inaction or consequences, and there is no mention of gaining benefits, information gaps, anomalies, perceptual contrasts, ingroup/outgroup dynamics, social comparisons, or authority endorsements."
640abf31000000001402645b,0,1,0,0,0,0,0,1,巨型玫瑰气球，春天的感觉立马来啦 | 📍洛阳,"The post emphasizes the DIY giant rose balloon and the spring feeling it brings, which aligns with Gain Appeal. The visual of the large balloon and the crafting activity suggests a positive outcome (a beautiful DIY project)."
640ac8c8000000002702b957,0,0,0,0,0,0,0,0,喜欢的裤子分享✨工装裤/灯笼裤/牛仔裤🎧,"The post is about sharing favorite pants types (工装裤/灯笼裤/牛仔裤) without any FOMO, gain appeal, information-gap, anomaly/novelty, perceptual contrast, ingroup/outgroup, social comparison, or authority endorsement."
640ad72c000000001300e405,0,0,0,0,0,0,0,0,粉丝说：你家真的好漂亮！,"The title and cover image do not emphasize any loss or consequence of inaction, nor do they offer any benefits or gains. The content is simply a statement of admiration without any psychological hooks present."
640af41800000000130109bc,0,1,0,0,0,0,0,1,奶派甜心 软软糯糯哒～,"The title '奶派甜心 软软糯糯哒～' suggests a sweet and soft texture, which is appealing and could be seen as a gain appeal. The image of the nails with rhinestones and the perfume bottle suggests a focus on beauty and style, which could be seen as a gain appeal as well."
640afb8f0000000012031412,0,1,0,0,0,0,0,1,尝试一个新look 🫧•͈ᴗ⁃͈★小个子西装搭配,"The post emphasizes a new look with a focus on style and fashion, which aligns with Gain Appeal. The images show a transformation in appearance, suggesting that the audience can achieve a similar look by following the advice. The use of 'new look' and '搭配' (搭配) indicates a desire to provide a solution or benefit to the audience."
640affb10000000013002caf,1,0,0,0,0,0,0,0,实习生下班如何十分钟做一顿饭！,"The title implies a quick and easy meal solution for interns, triggering FOMO by suggesting a fast and convenient way to eat without the need for extensive cooking."
640b044c000000001300fccb,1,0,0,0,0,0,0,0,喝完这杯我就要去打盹儿了～,The title implies a consequence of drinking the drink (feeling sleepy) and uses a casual tone to create a sense of FOMO.
640b09da000000001300b951,0,1,0,0,0,0,0,1,体会到了谢娜瘦20斤的快乐！不仅如此还发现,"The post emphasizes the benefits of weight loss and fitness, including finding affordable workout clothes and enjoying a healthy meal, which aligns with the Gain Appeal hook. The visual content supports the text by showing the person's transformation and fitness activities."
640b2a29000000002702992f,0,0,0,0,0,0,0,0,如何激发他对你的分享欲？,"The title does not contain any hooks. It is a straightforward question without any elements of FOMO, Gain Appeal, Information-gap, Anomaly/Novelty, Perceptual Contrast, Ingroup/Outgroup, Social Comparison, or Authority Endorsement."
640b2baf0000000013011ad5,1,0,0,0,0,0,0,0,每个月做好账记得会计科目自查 新手收藏🔥,"The title emphasizes the importance of checking accounting entries monthly, which can lead to inaction if not done, triggering FOMO."
640b2dc9000000000800c5d6,1,1,0,0,0,0,0,0,红枣造型馒头✨ 简单易学 一口一个超满足😋,"The title emphasizes the ease of making and the satisfaction of eating the red date buns, which can trigger FOMO (fear of missing out) if someone sees it and wants to try making them themselves."
640b4bb5000000001303547e,0,1,0,0,0,0,0,1,明星博主纯欲泳衣合集🧊这身材我先流口水🤤,"The post emphasizes the visual appeal of swimwear, suggesting that viewers will benefit from seeing the outfits. The use of '流口水' (drooling) indicates a strong desire or attraction to the swimwear, which aligns with the Gain Appeal hook. The post does not contain any information gaps, anomalies, or social comparisons, and there is no reference to an authority or ingroup/outgroup."
640bd7670000000011010d39,0,0,0,0,0,0,0,0,蔬菜花园 搭架子,"The post title and cover image do not contain any hooks. The title is straightforward and does not imply any loss or consequence of inaction. The cover image shows a person building a structure in a garden, which does not suggest any psychological hooks."
640bd83a00000000130036bd,0,0,0,0,0,0,0,0,周末大饭店复工,"The title '周末大饭店复工' suggests a return to normalcy or a significant event, but there is no clear indication of FOMO, gain appeal, information-gap, anomaly/novelty, perceptual contrast, ingroup/outgroup, social comparison, or authority endorsement in the title or cover image."
640be791000000000800f596,1,0,0,0,0,0,0,0,草缸造景全过程值得收藏,"The title emphasizes the completeness of the grass tank creation process and suggests it is worth saving, which can trigger FOMO."
640bf4d100000000130148d0,0,1,0,0,0,0,0,1,分享四款低卡减脂餐（十八）,The post emphasizes the benefits of low-calorie and fat-reducing meals without explicitly stating the consequences of not following the diet. The focus is on the positive aspects of the meals.
640c0e24000000001300e62a,1,1,0,0,0,1,1,1,美式装修｜物业说你家好像样板房！！！,"The title mentions '美式装修' (American-style decoration) and '物业说你家好像样板房' (the property manager said your house looks like a model room), indicating a sense of pride and comparison. The image shows a well-decorated living room, which aligns with the concept of a 'model room'. The use of '样板房' (model room) suggests a comparison to a standard or ideal, which is a form of social comparison."
640c1588000000002701246b,1,0,0,0,0,0,0,0,教招必看🔥2分钟自我介绍示范💯,"The title emphasizes the importance of a 2-minute self-introduction for job interviews, triggering FOMO by suggesting a missed opportunity if not done correctly."
640c2da6000000001203de4e,1,1,0,1,0,0,0,1,老公点名要拍的光影婚纱照✨也太高级了吧,"The title emphasizes the high quality and elegance of the wedding photos, triggering FOMO by implying that not having such photos would be a loss."
640c495a0000000013001c27,1,0,0,0,0,0,0,0,瘦71斤女生，佛系减肥日记！,"The post highlights the author's weight loss journey and diet, which can trigger FOMO if others feel they are missing out on similar results."
640c6ac9000000000800ee05,0,1,0,0,0,0,0,1,小个子校园穿搭🎒牛仔裤也太青春学妹噜！🎓,"The post emphasizes the youthful and cute appearance of the outfit, which aligns with the Gain Appeal hook by suggesting that the outfit can make the wearer look younger and more appealing."
640c8c940000000013031ee9,1,0,0,0,0,0,0,0,在武汉！！两天吃了18顿！！！,"The title mentions eating 18 meals in two days, which implies a sense of abundance and indulgence, potentially triggering FOMO."
640c93cb0000000013033e3e,1,1,0,0,0,0,0,0,腿粗梨形🍐春夏半身裙🈴️集✨显瘦显腿长‼️,"The post emphasizes the benefits of wearing the skirts, such as '显瘦显腿长' (slimming and lengthening legs), which triggers FOMO by suggesting that not wearing them would result in missing out on these benefits."
640d325a000000000800f380,0,0,0,0,0,0,0,0,当我开始和朋友用两种不同的方式减肥,"The post title and cover image do not contain any hooks. The title is straightforward and does not imply any psychological hooks. The cover image shows two people in different outfits, but there is no clear indication of FOMO, gain appeal, information-gap, anomaly/novelty, perceptual contrast, ingroup/outgroup, social comparison, or authority endorsement."
640d697200000000270114bb,0,0,0,0,0,0,0,0,经济周期与职业选择1,"The title and content focus on economic cycles and their impact on career choices, but there is no clear FOMO, gain appeal, information-gap, anomaly/novelty, perceptual contrast, ingroup/outgroup, social comparison, or authority endorsement present in the title or content."
640d7953000000001303197c,0,0,0,0,1,0,1,0,发现淘金比东山口好拍照,"The title mentions a comparison between two locations, '淘金' and '东山口', suggesting a perceptual contrast. The cover image shows a person in a casual setting, which may imply a personal experience or story related to the comparison."
640da6dd000000001300c764,1,1,0,0,0,0,0,0,瘦小腿巨有效‼️搞定小腿粗壮🔥肌肉腿脂包肌,"The post emphasizes the effectiveness of a method to reduce calf fat and mentions the benefits of muscle and fat reduction, triggering a sense of FOMO and gain appeal."
640dabb5000000001300a2e5,0,0,0,0,0,0,0,0,法学生是不是应该趁年轻多学一门技术工种,"The post title does not contain any hooks. It is a straightforward question without any elements of FOMO, Gain Appeal, Information-gap, Anomaly/Novelty, Perceptual Contrast, Ingroup/Outgroup, Social Comparison, or Authority Endorsement."
640e73e90000000011010063,1,1,0,1,0,1,0,1,关于宅女同款粉色格子裙配西装 🔗已放,"The title mentions '宅女同款' (a popular style among homebodies) and '粉色格子裙配西装' (pink checkered skirt with a suit), which implies a specific style that might appeal to a niche audience. The use of '同款' suggests a trend or popular style that others might want to emulate."
640ed0870000000027002edf,1,1,0,0,0,0,0,0,这次我要大声说，我瘦60斤啦❗大基数减肥冲,"The post emphasizes the significant weight loss (60 pounds) and includes a visual representation of the weight loss journey, triggering FOMO by suggesting a successful transformation."
640ef3a000000000130365d7,0,0,0,0,0,0,0,0,熟悉的雪媚娘～,"The title does not emphasize missing out or inaction, nor does it offer any benefits or information gaps. It simply describes the content."
640f03cf00000000130305c4,1,0,0,0,0,0,0,0,软装干货❗️装修选窗帘记住这❻点不踩坑,"The title emphasizes the importance of avoiding common mistakes in curtain selection during home decoration, which can lead to regret or dissatisfaction. This creates a sense of FOMO (fear of missing out) for the audience."
640f12e0000000000703977f,1,1,0,0,0,0,0,0,164/140微胖女生显瘦短袖分享～,"The title emphasizes the benefits of wearing short sleeves for micro-fat girls to appear slimmer, triggering FOMO by suggesting a loss of appearance if not worn."
640f241a000000001203c0ff,1,1,0,1,0,1,0,1,🙏请大数据把我推荐给想要廋腿的姐妹🆙,"The post emphasizes the transformation of legs over four months, suggesting a significant change that could be appealing to those interested in weight loss or fitness. The use of '廋腿' (slim legs) and '姐妹' (sisters) creates a sense of community and shared goal. The visual contrast between the before and after images also serves to highlight the effectiveness of the transformation."
640f33f0000000001300cb35,0,0,0,0,0,0,0,0,易碎感瓷娃娃妆容教程🌙,"The title and cover image do not contain any psychological hooks such as FOMO, Gain Appeal, Information-gap, Anomaly/Novelty, Perceptual Contrast, Ingroup/Outgroup, Social Comparison, or Authority Endorsement."
640f409900000000270012a3,1,1,0,0,0,0,0,0,别问了！！！在上海！！,"The title '别问了！！！在上海！！' implies a sense of urgency or importance, potentially triggering FOMO. The cover image of delicious-looking food could also be seen as a Gain Appeal, as it might entice viewers to try the food."
640f465f0000000013036d92,0,0,0,0,0,0,0,0,厦门氛围餐厅 | 勒威蚝吧,"The title and cover image do not contain any hooks. The title is straightforward and does not create a sense of FOMO, gain appeal, information-gap, anomaly/novelty, perceptual contrast, ingroup/outgroup, social comparison, or authority endorsement. The cover image is a simple photo of a person in a restaurant setting without any elements that would trigger any of the hooks."
640ff1660000000013006b94,1,0,0,0,0,0,0,0,🇯🇵东京 新宿的这条巷子就是深夜食堂吧,"The post highlights the charm of a Tokyo alleyway at night, suggesting it's a popular spot for late-night dining, which can trigger FOMO (fear of missing out) for those who miss out on this experience."
64105d74000000001300924b,0,0,0,0,1,0,1,0,162/120 梨型身材🍐腿粗不p图不拉腿！,"The post highlights the contrast between the person's current body and the ideal body types shown in the inset images, triggering a perceptual contrast and potentially inducing feelings of inadequacy or motivation to change."
6410866e000000001303de75,0,1,0,0,0,0,0,1,微胖小个子💒🩰🫧美式甜心穿搭日记160 125,"The post emphasizes styling tips for micro-fat and small-sized individuals, offering benefits like looking cute and stylish. The title and cover image suggest a focus on fashion and outfit ideas, which aligns with the Gain Appeal hook."
64113a770000000007038ae2,0,0,0,0,0,0,0,0,勇敢和crush打直球！！第3️⃣弹,"The post title and content do not contain any hooks related to FOMO, Gain Appeal, Information-gap, Anomaly/Novelty, Perceptual Contrast, Ingroup/Outgroup, Social Comparison, or Authority Endorsement."
64119b4f000000001300de36,1,0,0,0,0,0,1,0,小腿围38厘米，喇叭裤+高跟鞋超适合肌肉腿,"The post highlights the fit of the喇叭裤 and the appearance of the legs, suggesting a positive outcome for those with similar body types. The mention of 'muscle legs' implies a desirable trait, triggering a sense of FOMO for those who may feel they don't fit this description."
6411a5f10000000013032a82,0,1,0,0,0,0,0,1,Ab款式美甲 酷酷的美甲 腮红美甲 金属感,"The title mentions '酷酷的美甲' (cool nails) and '金属感' (metallic feel), which implies a stylish and trendy aesthetic. The image shows nails with a unique design and a metallic finish, suggesting a fashionable and appealing look."
6411b18200000000270100c5,0,1,0,0,0,0,0,0,精准拿捏：我好像快成恋爱高手了2,"The title suggests a focus on improving romantic skills, which aligns with the concept of 'Gain Appeal' as it implies the content will provide benefits or tips for readers."
6411b55c000000002701168b,0,0,0,0,0,0,0,0,超快乐吃吃日常💫春天和快乐一起来啦,"The title and cover image do not contain any hooks. The title is a simple statement about enjoying food and the spring season, and the cover image is a casual photo of a person holding a burger, which does not indicate any specific psychological hook."
6411b730000000002702ad92,1,0,0,0,0,0,1,0,摆脱对“异性认可”的依赖才能真自信！,"The title emphasizes the need to break free from dependence on 'heterosexual validation' for true confidence, which triggers FOMO by suggesting a loss of confidence without this validation."
6411c6ed000000001203eee8,0,0,0,0,0,1,0,1,有爱真好,"The title '有爱真好' suggests a positive emotion and the image shows a couple, which implies a sense of love and togetherness. The content does not explicitly state any hooks but the title and image together convey a sense of warmth and affection."
6411cabb0000000013009c7b,0,0,0,0,0,0,0,0,发饰不是拿来遮丑的（针对自己而言）,"The title suggests a focus on self-perception and confidence, not on missing out or inaction. The cover image shows various hairstyles with accessories, which aligns with the idea of self-expression and confidence rather than FOMO or gain appeal."
