post_id,1,2,3,4,5,6,7,8
69008c310000000005000ede,0,0,0,0,0,0,0,0
690b58530000000005031cb5,0,0,0,0,0,0,0,0
691015e2000000000700ef3c,0,0,1,0,0,1,0,0
6910a55c0000000004006d52,0,0,0,0,0,0,0,0
690f3c2c000000000503940d,0,0,0,1,0,0,0,1
6900d078000000000301f57a,0,0,1,0,0,0,0,0
68ff0a4b000000000301c9d5,0,0,1,0,1,1,0,0
690ed5f4000000000703228b,0,0,0,0,0,0,0,0
68ff553f000000000700b030,0,0,0,0,0,0,0,0
66746591000000001d01603f,0,0,1,0,1,0,0,0
6847d0280000000021008dca,0,1,0,0,0,0,0,0
690c825100000000040119e0,0,0,0,0,0,0,0,0
690da9ba000000000700a50a,0,0,0,0,0,0,0,0
690b6148000000000503b276,0,0,1,0,0,0,0,0
690d2506000000000303650f,0,1,0,0,0,0,0,0
690eba670000000005039aaa,0,0,0,0,0,0,0,0
690c750a000000000301398c,0,0,0,0,0,1,0,0
68ff3b71000000000300e866,0,0,1,0,0,0,0,0
690f151e00000000050000ed,0,0,0,0,0,0,0,0
690416630000000007039a57,0,0,1,0,0,0,0,0
68f8949d0000000003020e53,0,1,0,0,0,0,0,0
6900be9100000000040288c4,0,0,1,0,0,1,0,0
690dc53d000000000300f7f6,0,0,0,0,0,0,0,0
69118d60000000000301dd42,0,0,1,1,0,1,0,0
690df7a90000000007034946,0,0,1,0,0,0,0,0
69108a23000000000303b2d3,0,0,0,0,0,0,0,0
690c7fb40000000005013c77,0,1,1,0,0,0,0,0
690eb4e6000000000700f631,0,0,0,0,1,0,0,0
6905d4ec000000000301b3fc,0,0,0,0,0,0,0,0
69039e550000000004015bcd,0,0,0,1,0,0,0,0
68ece70d000000000301a78d,0,0,0,0,0,0,0,0
690fe5c100000000070355d3,0,0,1,0,0,0,0,0
69021cf40000000005030bbf,0,0,0,0,0,0,0,0
690d9eda0000000004017eee,0,1,0,0,0,0,0,0
690df79c0000000003037217,0,0,1,0,0,0,0,0
690539340000000004023b0a,0,0,0,0,0,0,0,0
68f5faa5000000000703b36b,0,0,1,0,1,0,0,0
690caa5f0000000007036bce,0,0,0,1,0,0,0,0
6900c5c30000000007038e6c,0,0,0,0,0,0,0,0
68f774fd000000000302ea35,0,1,0,0,0,0,0,0
690cb100000000000401077d,0,0,0,0,0,1,0,0
68ebc15100000000040119f0,0,0,0,0,0,1,1,0
690b00be0000000003023b7a,0,0,1,0,0,0,0,0
690ef59200000000070348a2,0,0,1,0,0,0,0,0
69103d6200000000050329d7,0,0,0,0,0,0,0,0
690a2cff000000000703518d,0,0,1,0,0,1,0,0
68ffcc7f0000000005001426,0,0,1,0,0,0,0,0
6901a9230000000003018b3c,0,0,0,0,0,0,0,0
6904842e0000000004022058,0,0,0,0,0,0,0,0
645a4e3300000000140246f1,0,0,0,0,1,0,0,0
6910f263000000000302dcff,0,1,0,0,0,0,0,0
68f30dac0000000004002e3b,0,0,0,0,0,0,0,0
68fe11390000000007035986,0,0,0,0,0,0,0,0
6904af3400000000070014a0,0,0,0,0,0,0,0,0
690dbb430000000003039fe2,0,0,0,1,0,0,0,0
690b6b6400000000040050ef,0,0,0,1,0,0,0,0
690e11800000000004001701,0,0,0,0,0,0,0,0
6904447200000000050007f0,0,0,0,0,0,0,0,0
68f3f6eb0000000007020b9a,0,0,1,0,0,0,0,0
690d367a000000000700e683,0,0,1,0,0,0,0,0
691085cc00000000070395d3,0,0,0,0,0,0,0,0
68f766540000000004002816,0,0,1,1,0,0,0,0
690ace9c0000000007030f9e,0,0,1,0,1,0,0,0
690d541f00000000040286ce,0,0,0,1,0,0,0,0
690c13da0000000007037be2,0,0,0,0,0,1,0,0
68fe26d00000000007022adf,0,0,0,0,0,0,0,0
68f4685e0000000004005c52,0,0,0,0,0,0,0,0
690df1a50000000004029d01,0,0,0,0,0,0,0,0
690c5e6a0000000004021fc4,0,0,1,0,0,0,0,0
68fe1ec9000000000301059d,0,0,0,0,0,0,0,0
68e87b9b0000000007008b0d,0,0,0,0,0,0,0,0
68fccd7a000000000301fc45,0,0,0,0,0,0,0,0
69103f9c000000000301075b,0,0,0,0,0,0,0,0
6904526d00000000040076b7,0,0,1,0,0,0,0,0
6906cedf00000000040123fe,0,0,0,0,0,0,0,0
68ee04400000000003038064,0,0,0,0,0,0,0,0
6462d6640000000013013656,0,1,0,0,0,0,0,0
6904d9250000000007039266,0,0,0,0,0,0,0,0
690def6e000000000300c4b0,0,0,0,0,0,0,0,0
690b1e1000000000040239c0,0,0,0,1,0,0,0,1
690df5a90000000005002cf7,0,0,0,0,0,0,0,0
69073b450000000005000cc8,0,0,0,0,0,0,0,0
690e47c0000000000302f355,0,1,1,0,0,1,0,0
690c7c91000000000300ccde,0,0,1,0,0,0,0,0
690c3ea10000000007035a69,0,1,1,1,0,1,0,0
68fdb2af0000000004029a89,0,0,0,0,0,0,0,0
68f1a1cc000000000401458c,0,0,0,0,0,0,0,0
6910e597000000000300ee80,0,0,0,0,1,0,0,0
690357ec0000000004003d11,0,0,0,0,0,0,0,0
690ddcab0000000007033bec,0,0,0,0,0,0,0,0
68fa3f7c0000000007036e69,0,1,0,0,0,0,0,0
690c7d200000000003021fb7,0,1,1,0,0,0,0,0
68f8b3160000000005013879,0,0,0,0,0,0,0,0
691055400000000003010c05,0,0,0,0,0,0,0,0
690095df0000000004006bf7,0,0,0,0,0,0,0,0
6909818e000000000302f5a6,0,1,0,0,0,0,0,0
690eee7f000000000503af5d,0,1,0,0,0,0,0,1
69087fd80000000005012bf7,0,0,0,0,0,0,0,0
690e053f0000000004004458,0,0,0,0,0,0,0,0
690a2121000000000303a98d,0,0,1,0,0,0,0,0
69049e0b0000000003019be0,0,0,0,0,0,0,0,0
69071e2e0000000005033634,0,0,0,0,0,0,0,0
6908834000000000040115d6,0,1,0,0,0,1,0,0
690f431600000000070317e3,0,0,0,0,1,0,0,0
690dd42b0000000007039f84,0,0,1,0,1,0,0,0
679b76b1000000002803556e,0,0,1,0,1,0,0,0
645d09260000000012031217,0,0,1,0,1,0,0,0
690c84bf0000000003037fa4,0,0,0,0,0,0,0,0
6908edd6000000000302c89b,0,0,1,0,0,0,0,0
690075fb00000000050313c7,0,0,1,0,0,0,0,0
6900ef5c000000000401178f,0,1,1,0,0,1,0,0
690c90d70000000003034a6a,0,0,0,0,0,0,0,0
68fe4b390000000007034fdb,0,0,0,0,0,1,0,0
690f5bc90000000003020904,0,0,0,0,0,0,0,0
69087c800000000003034766,0,0,0,0,0,1,0,0
68f0e822000000000700a9b1,0,0,0,0,0,1,0,0
68ff4f5c0000000004028ea2,0,0,0,0,0,0,0,0
690c568f000000000402ac22,0,0,0,1,0,0,0,0
69086f9c000000000300e453,0,0,1,0,0,0,0,0
69041e9f000000000300e984,0,0,0,0,1,0,0,0
6906dfbd00000000070007dc,0,0,0,0,0,0,0,0
690cc24c0000000005001e56,0,0,0,1,0,0,0,0
690c5811000000000700bf79,0,1,0,0,0,1,0,0
68efa836000000000301d959,0,1,1,0,0,1,0,0
68f7da150000000007030664,0,0,0,0,0,0,0,0
6906337a00000000070232f3,0,0,0,1,0,0,1,0
646650190000000013015c83,0,1,0,0,0,0,0,0
691015150000000005032ea3,0,0,1,0,0,1,0,0
68f8aeba00000000030342e5,0,0,1,0,0,0,0,0
68ff42070000000007030d22,0,0,1,0,0,0,0,0
690db36d0000000004001e43,0,0,0,0,0,0,0,0
68f10884000000000700a45f,0,0,1,0,0,1,0,0
6905f17b000000000300fc4a,0,0,0,0,0,0,0,0
6904191a000000000700b837,0,0,0,0,1,0,0,0
690c34e8000000000702386e,0,0,0,0,0,0,0,0
6904612b0000000007030c66,0,0,0,0,0,0,0,0
6908136800000000040128ac,0,0,0,0,0,0,0,0
690c0dec0000000007022bf5,0,0,0,0,0,0,0,0
6909d0a00000000005011493,0,0,1,1,0,0,0,0
690347360000000005033db8,0,1,1,0,0,0,0,0
690f18a00000000004001257,0,0,1,1,0,0,0,0
69297a0e000000001e026154,1,1,0,0,0,0,0,0
690d809e00000000040117a3,0,0,1,0,0,0,0,0
690eb7560000000007035a45,0,0,1,0,0,0,0,0
690f2e910000000003018395,0,0,0,0,1,0,0,0
69071f73000000000300c8ef,0,0,0,0,0,0,0,0
690e0fe6000000000300c5ae,0,0,0,0,1,0,0,0
6901e07800000000070236e7,0,0,0,0,1,0,0,0
680cee10000000001d020af7,0,0,0,0,0,0,0,1
6903462d000000000700e9c0,0,0,0,0,0,0,0,0
690880100000000004003747,0,0,0,0,0,0,0,0
68fc5695000000000301bf3d,0,0,0,0,0,0,0,0
68f3786d0000000003039e06,0,0,1,0,1,0,0,0
690c03610000000007038bff,0,0,0,0,0,0,0,0
690c4605000000000301f639,0,0,0,0,0,0,0,1
68f79e630000000004005fc3,0,0,1,0,0,0,0,0
6904a6cd00000000050331a9,0,0,0,0,0,0,0,0
690ff9880000000004015184,0,0,1,0,0,0,0,0
690c8a490000000007030625,0,1,0,0,1,1,0,0
69095fa30000000007002af0,0,0,0,0,0,0,0,0
69039d9f00000000070080b0,0,0,0,0,0,0,0,0
6902138600000000070098d2,0,0,1,0,1,1,0,0
690da07c0000000007033640,0,1,1,0,1,0,0,0
6910754f0000000003011787,0,0,1,0,1,0,0,0
68ff2dc5000000000302f062,0,0,1,1,0,0,0,0
690c95bc000000000400126a,0,1,0,0,0,1,0,0
690b653c0000000007035c33,0,0,0,0,0,0,0,0
68f5f697000000000503ab9e,0,0,0,0,0,0,0,0
68ff37120000000004004b89,0,0,0,0,0,0,0,0
690c765f000000000302357d,0,0,0,1,1,0,0,0
69009cd800000000050316ef,0,0,0,0,0,0,0,0
6909e5fc000000000700ab2b,0,0,0,0,0,0,0,0
6910553b00000000040127b0,0,0,1,1,0,0,0,0
68f0c244000000000703b123,0,0,0,0,0,0,0,0
6904a1af0000000004022bbc,0,0,0,0,1,1,0,0
68f0ca4c000000000703a1e9,0,0,1,0,0,0,0,0
690c9c180000000003021e32,0,0,0,0,0,0,0,0
688e2788000000002502b0b8,0,1,0,0,0,0,0,1
68ff54f3000000000702351e,0,0,0,0,1,0,0,0
69087c930000000004014b7c,0,0,1,0,0,1,0,0
68f9ad270000000005000258,0,0,0,0,1,0,0,0
6907564e00000000030104cc,0,1,0,0,0,0,0,0
690959110000000007009bea,0,0,0,1,0,0,0,0
690f15d5000000000700c661,0,1,0,0,0,0,0,0
67ba9e5b000000002a00d99e,0,0,0,0,1,0,0,0
69036536000000000303bde8,0,0,0,0,0,0,0,0
690eb0c2000000000402170e,0,0,1,1,0,0,0,0
690e049600000000050109ad,0,0,0,0,0,1,0,0
6905f638000000000700d51f,0,0,0,0,0,0,0,0
690f2c620000000005002118,0,0,1,0,0,0,0,0
690c74ca000000000402846d,0,0,0,0,1,0,0,0
68ebe2d5000000000703988b,0,0,0,0,0,0,0,0
690af8d7000000000700f437,0,0,0,0,0,0,0,0
690dc1af0000000007015d7c,0,0,0,0,0,1,0,0
690d5e5c00000000070365ed,0,1,0,0,0,0,0,0
690c77610000000007037c45,0,0,1,0,0,0,0,0
69044825000000000301be8f,0,0,0,0,0,0,0,0
67ebcf37000000001c02f2dc,0,1,0,0,0,0,0,0
647d71070000000011011014,0,0,0,0,0,0,0,0
690b215200000000050102b8,0,0,1,0,0,1,0,0
68ee299100000000040204bd,0,0,1,0,0,0,0,0
690230e500000000070307a1,0,0,0,0,0,0,0,0
691001c0000000000700a68a,0,0,1,0,0,0,0,0
690780b7000000000503be08,0,0,0,0,0,0,0,0
6921b57c000000001d03d660,0,1,0,0,0,0,0,0
690ea5530000000004011354,0,0,0,0,0,0,0,0
69087d3400000000030122fb,0,0,0,0,0,0,0,0
690b0c5c0000000005032109,0,1,0,0,0,0,0,1
68f11eb30000000007015dbb,0,0,0,0,0,0,0,0
690dc3d0000000000302d156,0,0,0,0,0,0,0,0
68f2246c0000000004029e47,0,0,0,0,1,1,1,0
690f5222000000000702306f,0,0,1,0,0,0,0,0
68f1c0ef0000000004001297,0,1,1,0,0,0,0,0
68f88e7d000000000301e056,0,0,0,0,0,0,1,0
690dd1fc000000000300ca94,0,0,0,0,0,0,0,0
6907560f0000000005013038,0,0,0,0,0,1,0,0
6909f256000000000700b46a,0,0,1,1,0,0,0,0
690990e3000000000301ee1a,0,0,0,0,1,0,1,0
69101a0c0000000005012365,0,0,0,0,0,1,0,0
6904ecba000000000700214d,0,0,0,0,0,0,0,0
64c7070a000000000103c1b0,0,0,0,0,0,0,0,0
690f5102000000000302d758,0,0,0,0,0,0,0,0
6909d28e0000000005002f3d,0,0,0,0,0,0,0,0
690c6e260000000004000bbe,0,0,0,0,0,1,0,0
68fc904d0000000007037025,0,1,0,0,0,0,0,0
68fe16b700000000040173c5,0,0,0,1,0,0,0,0
690b271200000000040136a0,0,0,0,0,0,0,0,0
690e15ef0000000003035c76,0,0,0,0,0,0,0,0
68fc3585000000000700b2d4,0,0,0,0,1,0,0,0
690957e4000000000503286d,0,0,0,0,0,0,0,0
69033ed90000000004004e55,0,0,0,0,0,0,0,0
6909e29500000000070006d4,0,0,0,0,1,0,0,0
6904fa140000000007003b01,0,0,0,0,0,0,0,0
690c74150000000007023a3a,0,0,0,0,0,0,0,0
690033c900000000040165f7,0,0,1,0,0,0,0,0
6900a6180000000007036576,0,0,1,0,0,0,0,0
690e8064000000000301c3ea,0,0,0,0,0,0,0,0
69098ec1000000000700b32e,0,0,0,0,0,0,0,0
68ea23ea0000000005002e07,0,0,1,0,0,0,0,0
690c7c13000000000503b654,0,1,0,0,0,0,0,0
68fccbcd000000000700cc2b,0,0,1,0,0,0,0,0
690a0d210000000005011314,0,0,0,0,0,1,0,0
69049710000000000700edd3,0,0,1,0,0,0,0,0
6908b6b2000000000301e9d5,0,0,0,0,0,0,0,0
690f179f000000000700d282,0,1,0,0,0,0,0,0
6907271c0000000003020de1,0,0,0,1,0,0,0,0
69087240000000000300f63b,0,1,0,0,0,0,0,0
690c4e730000000007030f78,0,1,0,1,0,0,0,0
690f07540000000007020dba,0,0,0,1,0,0,0,0
690efb870000000003020edf,0,1,1,0,0,0,0,0
690a17c3000000000303be9d,0,1,0,0,0,0,0,0
67c5a4100000000029014b40,0,0,1,0,0,1,0,0
69002d190000000005010c95,0,0,0,0,0,0,0,0
690f11820000000005030a5d,0,0,1,1,0,0,0,0
689f0dd7000000001d01daf5,0,0,0,1,0,0,0,0
68fde320000000000402029f,0,1,0,0,0,0,0,0
68f8ab040000000004000e82,0,0,0,0,0,0,0,0
690f21280000000007036549,0,0,0,0,0,0,0,0
69104c2a000000000402b1fc,0,0,0,0,0,0,0,0
690b57ec000000000302f06b,0,0,0,0,0,0,0,0
68fdc8fe000000000700268d,0,0,0,0,0,0,0,0
690468ec00000000040148aa,0,1,1,0,0,0,0,0
690dc5ec000000000700c03f,0,0,1,0,0,0,0,0
690180e30000000007000f21,0,1,0,0,0,0,0,0
690c9906000000000703457f,0,0,0,0,0,0,0,0
690c803b000000000702025a,0,1,0,0,0,1,0,0
69105472000000000703a6ab,0,0,0,0,0,0,0,0
6907318e0000000005000efa,0,0,0,0,0,0,0,0
67fe97b4000000001c0089b1,0,0,0,0,0,0,0,1
648a8d4100000000270000fa,0,0,0,0,0,1,0,0
68f56fc80000000005011feb,0,0,0,0,0,0,0,0
68fc1e27000000000703bacc,0,0,0,0,0,0,1,0
690c6bbe0000000004016a18,0,0,0,0,0,0,0,0
69106ba500000000040033e9,0,0,0,0,0,0,0,0
644135900000000014024aa4,0,0,0,0,0,0,0,0
68ee3c800000000007001a51,0,0,0,0,0,0,0,0
68eccd680000000005003aca,0,0,0,0,0,0,0,0
690b133e000000000503af63,0,1,1,0,0,0,0,0
644bafdd00000000140241b4,0,1,0,0,0,1,0,0
690f06060000000007030c62,0,0,0,0,0,0,0,0
692a8fac000000001d03dead,0,0,0,1,0,0,0,0
690dfb0800000000070142de,0,0,0,0,0,0,0,0
641d045d000000000800f12a,0,1,0,0,0,1,0,0
68fdb444000000000503a622,0,0,1,0,0,0,0,0
690f06330000000004011466,0,0,0,0,0,0,0,0
68eb2511000000000300d13e,0,0,0,0,0,0,0,0
690c8c580000000004029edb,0,0,1,1,1,0,0,0
6926fb97000000001f005d50,0,0,0,0,1,0,0,0
690452f400000000040217c2,0,0,0,0,0,1,0,0
68f985df0000000007023beb,0,0,0,0,0,0,0,0
647eedb600000000270013a2,0,0,0,0,1,0,0,0
690c51b1000000000400758c,0,0,0,1,0,0,0,0
690d5a5b00000000040056c2,0,0,0,0,0,0,0,0
6901ae1700000000050029a2,0,0,0,0,0,0,0,0
68f896fa00000000040200a8,0,0,0,0,0,0,0,0
69086d95000000000300d700,0,1,0,0,0,1,0,0
69098c580000000004022de4,0,0,0,0,0,0,0,0
690dd3e40000000005000981,0,0,0,0,0,0,0,0
6905febf0000000007039bbe,0,0,0,1,0,0,0,1
690d99490000000007002ba8,0,0,1,0,0,0,0,0
690b3baf0000000005012f21,0,1,1,0,0,0,0,0
68a1c092000000001d0185b1,0,0,0,0,0,0,0,0
690603910000000005003d0c,0,0,0,0,0,1,0,0
68fde9e400000000070374ff,0,0,0,0,0,0,0,0
690c6c0c0000000004016c5a,0,1,0,0,0,0,0,0
691191f300000000040129d9,0,0,0,0,0,0,0,0
690c4cc6000000000302f425,0,0,0,0,1,0,1,0
690166ae0000000007014775,0,0,0,0,0,1,0,0
68ec592b0000000007037031,0,0,0,0,0,0,0,0
690f754c00000000070224d6,0,0,1,0,0,0,0,0
690f1104000000000503a6f2,0,0,1,0,1,1,0,0
6905b8200000000007033eec,0,1,1,0,0,0,0,0
648c0a47000000001303da29,0,1,1,0,0,0,0,1
690357f5000000000303addc,0,0,0,0,0,0,0,0
68f3840f0000000007003906,0,0,0,0,0,0,0,0
690d8c120000000004014198,0,0,0,0,1,0,0,0
68ed94c500000000050323d9,0,0,0,0,0,1,0,0
690abba30000000005033f31,0,0,0,0,0,1,0,0
690dc0e20000000004010c85,0,1,1,0,0,0,0,0
69034939000000000300d7c6,0,0,0,0,0,0,0,0
690ddd5e0000000003038315,0,1,0,0,0,1,0,1
690498ad000000000302eaca,0,0,0,0,0,1,0,0
690eb525000000000302eed5,0,0,1,0,0,0,0,0
691082d200000000040118c0,0,0,1,1,1,0,0,0
690daff30000000003038f72,0,0,1,0,0,0,0,0
648065a200000000070394d6,0,1,0,0,0,0,0,0
690c64a10000000003019d89,0,0,0,1,0,1,0,0
690e835f000000000703b620,0,0,1,0,0,0,0,0
68fa500500000000070023c6,0,0,0,0,1,0,0,0
690dad1800000000070305a4,0,0,0,0,1,0,0,0
6416eac2000000001300f023,0,0,1,1,0,0,0,0
69119aa70000000003038845,0,0,0,0,1,0,0,0
69104dd5000000000703be5f,0,0,0,0,0,1,0,0
6907436d000000000301ef59,0,0,1,1,0,0,0,0
69056600000000000703597e,0,0,1,0,0,0,0,0
6910514e00000000050101d6,0,0,0,0,0,0,0,0
6900dfb6000000000700136e,0,0,0,0,0,0,0,0
6908a4dc00000000050025d5,0,0,0,0,0,1,0,0
69061691000000000700e657,0,0,1,0,0,0,0,0
6901da58000000000503803a,0,0,0,0,0,0,0,0
644d9eb400000000120320c2,0,1,0,0,0,1,0,0
6906647a000000000301f82e,0,0,1,0,0,0,0,0
690c6b620000000005038344,0,0,0,0,0,0,0,0
68f7853b00000000050118f8,0,1,0,0,0,0,0,0
690c639a0000000007020bf8,0,0,1,0,1,0,0,0
68ee64ca000000000700a113,0,0,0,0,0,0,0,0
690ca086000000000703a2d9,0,0,0,1,0,0,0,0
690738b000000000070171c3,0,0,0,0,0,0,0,0
690ebe94000000000302ea56,0,1,0,0,0,0,0,0
6909def00000000004006960,0,0,1,0,0,1,0,0
68e864110000000007031009,0,0,0,0,0,0,0,0
690360ab00000000070334d1,0,0,1,0,0,0,0,0
690afe78000000000402a274,0,0,0,0,0,0,0,0
69083de900000000040140e4,0,0,0,0,0,0,0,0
690daeea00000000070376e3,0,1,0,1,0,0,0,0
6910973300000000040016ad,0,0,0,0,1,0,0,0
68ff59760000000007002f98,0,0,0,0,1,1,0,0
69104d48000000000400615f,0,0,1,0,0,0,0,0
690da4bb0000000003022395,0,1,1,0,0,0,0,0
690ecbc70000000007009f42,0,0,1,0,0,0,0,0
6911cf03000000000302c8c3,0,0,0,0,0,1,0,0
69115f130000000005032624,0,1,0,0,0,1,0,0
690c87f7000000000700c969,0,0,0,0,0,0,0,0
68f85fdd000000000301e55d,0,0,0,0,0,0,0,0
690c6f11000000000402178c,0,0,0,0,0,0,0,0
690c4fb600000000030396c1,0,0,0,0,0,1,0,0
690dccaa0000000007016653,0,0,1,0,0,0,0,0
690dfa9f0000000005000dce,0,0,1,0,0,0,0,0
68fb486e0000000005032fa0,0,0,0,0,0,1,0,0
690c5b36000000000401741b,0,1,0,0,0,0,0,0
68fdd5dc00000000040136f8,0,0,0,0,0,0,0,0
690ca0c900000000070031d2,0,0,1,0,0,0,0,0
68ebb795000000000301f6c8,0,0,1,0,0,0,0,0
690080e30000000003022020,0,1,0,0,0,0,0,0
690c84ef000000000402ae18,0,0,1,0,0,0,0,0
68f0c12200000000040065af,0,0,0,0,0,0,0,0
690b682f0000000005001396,0,0,1,0,0,0,0,0
68ff288800000000040171b0,0,0,0,0,0,0,0,0
6908106100000000030357bc,0,0,0,0,0,0,0,0
690c769d000000000301985a,0,1,1,0,0,1,0,0
68f99a3d0000000004020181,0,1,1,1,0,0,0,0
696c953f000000000b011a24,0,0,0,0,0,0,0,0
64797bfc00000000120302a1,0,1,1,0,0,0,0,0
695ef8ba000000001a02fcea,0,0,0,0,0,1,0,0
696cb6b0000000000d00ba14,0,1,0,1,1,0,0,0
694e43ff00000000210296c9,0,0,1,0,0,0,0,0
694ddbaa000000001e022f1b,0,1,0,0,0,0,0,0
6957a8c0000000001e02eec3,0,0,1,0,1,0,0,0
695bb987000000000e03eab5,0,1,0,0,0,0,0,0
69512e15000000001e0099aa,0,1,1,0,0,1,0,0
696315f1000000001a0362f1,0,0,0,0,1,1,0,0
69675c54000000001a027eb0,0,0,1,0,0,0,0,0
69676adf000000001a022ca7,0,0,0,1,0,0,0,0
6951f412000000001d038c99,0,0,0,1,0,0,0,0
696b55e8000000001a01e5f4,0,0,1,0,0,0,0,0
695f6232000000000e03c07e,0,1,0,0,0,0,0,0
695de031000000001a028f07,0,0,1,1,1,0,0,0
696230870000000022008f72,0,1,0,1,0,0,0,0
695e0cf60000000022009c71,0,1,0,0,0,0,0,0
695a42b7000000001e0095ce,0,1,0,1,0,0,0,1
694ba4e7000000001e03bedc,0,0,1,0,0,0,0,0
